breeder,enrichment,x_cm,y_cm,z_cm,flux,flux_std_dev
pbli,90,-17.0,11.0,-6.5,0.0010197968544940854,4.694112850576001e-06
pbli,90,-15.0,11.0,-6.5,0.0010324390937846233,5.068357064940768e-06
pbli,90,-13.0,11.0,-6.5,0.0010330628743267175,5.88859753100137e-06
pbli,90,-11.0,11.0,-6.5,0.0010451516666119722,5.040318503636014e-06
pbli,90,-9.0,11.0,-6.5,0.0010577749323524496,5.496134375759737e-06
pbli,90,-7.0,11.0,-6.5,0.0010600451019550062,5.707338172368424e-06
pbli,90,-5.0,11.0,-6.5,0.001068721143617021,5.5252482864218284e-06
pbli,90,-3.0,11.0,-6.5,0.0010729581260055321,5.253108839359089e-06
pbli,90,-1.0,11.0,-6.5,0.0010742302305720673,5.53709506535011e-06
pbli,90,1.0,11.0,-6.5,0.001066423002075926,5.693735088401988e-06
pbli,90,3.0,11.0,-6.5,0.0010579293170167707,5.424745709449008e-06
pbli,90,5.0,11.0,-6.5,0.0010585866303772166,5.344924332297233e-06
pbli,90,7.0,11.0,-6.5,0.0010690935757660456,5.008308846940778e-06
pbli,90,9.0,11.0,-6.5,0.001056612942131557,5.890424218388886e-06
pbli,90,11.0,11.0,-6.5,0.0010483862173559751,6.150611274476521e-06
pbli,90,13.0,11.0,-6.5,0.0010499736158265703,5.2461034908487645e-06
pbli,90,15.0,11.0,-6.5,0.0010247656704199157,5.744890660673077e-06
pbli,90,17.0,11.0,-6.5,0.001023200372303644,5.148403720604304e-06
pbli,90,19.0,11.0,-6.5,0.0009983136402190167,5.35028796878168e-06
pbli,90,21.0,11.0,-6.5,0.0009920214309064419,5.1487104983735865e-06
pbli,90,23.0,11.0,-6.5,0.0009705969289402476,5.4234322415984135e-06
pbli,90,25.0,11.0,-6.5,0.0009496277611431305,5.642866795445753e-06
pbli,90,27.0,11.0,-6.5,0.0009300876094020697,5.422570213863515e-06
pbli,90,29.0,11.0,-6.5,0.0008967965999592628,5.386723186254394e-06
pbli,90,31.0,11.0,-6.5,0.0008540800478841573,5.198925843439496e-06
pbli,90,33.0,11.0,-6.5,0.0008152348002204607,4.599970728908461e-06
pbli,90,35.0,11.0,-6.5,0.0007610517683427204,4.619549059701902e-06
pbli,90,37.0,11.0,-6.5,0.0006875959354226692,4.620831404462948e-06
pbli,90,39.0,11.0,-6.5,0.0006039178747142368,4.1822847796053165e-06
pbli,90,-39.0,13.0,-6.5,0.0005871787467050872,4.348602777811152e-06
pbli,90,-37.0,13.0,-6.5,0.000683893650363265,4.879675532754285e-06
pbli,90,-35.0,13.0,-6.5,0.0007584769115469862,4.2397829909566364e-06
pbli,90,-33.0,13.0,-6.5,0.0008112810363504713,4.926034289905697e-06
pbli,90,-31.0,13.0,-6.5,0.0008546843022597918,4.773608833334974e-06
pbli,90,-29.0,13.0,-6.5,0.0008941037469914566,5.044512626896943e-06
pbli,90,-27.0,13.0,-6.5,0.0009208577524748082,4.6634227808292725e-06
pbli,90,-25.0,13.0,-6.5,0.0009476133933132159,5.056800409855083e-06
pbli,90,-23.0,13.0,-6.5,0.0009692010500444852,5.213554388758263e-06
pbli,90,-21.0,13.0,-6.5,0.0009804961662996244,5.733820307975111e-06
pbli,90,-19.0,13.0,-6.5,0.0010055244996486545,5.57234925890806e-06
pbli,90,-17.0,13.0,-6.5,0.0010188360422037225,5.0866936353858386e-06
pbli,90,-15.0,13.0,-6.5,0.0010298795828532763,5.097045560504946e-06
pbli,90,-13.0,13.0,-6.5,0.0010415209334491736,5.83483834863141e-06
pbli,90,-11.0,13.0,-6.5,0.0010343259985401618,6.050451885950315e-06
pbli,90,-9.0,13.0,-6.5,0.0010540020427055664,5.87687932736995e-06
pbli,90,-7.0,13.0,-6.5,0.0010446939328989525,5.400188522568311e-06
pbli,90,-5.0,13.0,-6.5,0.0010490898642568722,5.683495282728922e-06
pbli,90,-3.0,13.0,-6.5,0.0010585555347497116,5.138979356926874e-06
pbli,90,-1.0,13.0,-6.5,0.0010607852447465913,5.646767718258713e-06
pbli,90,1.0,13.0,-6.5,0.0010657007620915662,4.9628747146907765e-06
pbli,90,3.0,13.0,-6.5,0.0010596339342364306,5.241257265102006e-06
pbli,90,5.0,13.0,-6.5,0.0010608389993295568,5.136271151688816e-06
pbli,90,7.0,13.0,-6.5,0.0010570545540424107,5.156030838406623e-06
pbli,90,9.0,13.0,-6.5,0.0010484444913314297,5.253757146832911e-06
pbli,90,11.0,13.0,-6.5,0.0010477584082830345,5.981032326898266e-06
pbli,90,13.0,13.0,-6.5,0.0010411171664347519,5.329285987036409e-06
pbli,90,15.0,13.0,-6.5,0.0010191690074213893,5.345410693454917e-06
pbli,90,17.0,13.0,-6.5,0.001014189528899692,5.511690185608853e-06
pbli,90,19.0,13.0,-6.5,0.0009996043566171389,5.748310690794205e-06
pbli,90,21.0,13.0,-6.5,0.0009836597114734054,6.0747130946152414e-06
pbli,90,23.0,13.0,-6.5,0.0009698720368829121,5.8290032211429836e-06
pbli,90,25.0,13.0,-6.5,0.0009371792166512033,5.363440370731913e-06
pbli,90,27.0,13.0,-6.5,0.0009187257264264079,5.059524181186038e-06
pbli,90,29.0,13.0,-6.5,0.000886224324589685,6.115526164382659e-06
pbli,90,31.0,13.0,-6.5,0.0008504850337030631,4.7354901384385465e-06
pbli,90,33.0,13.0,-6.5,0.0008145938499007386,5.174165822466969e-06
pbli,90,35.0,13.0,-6.5,0.000752075270801794,4.753058961620425e-06
pbli,90,37.0,13.0,-6.5,0.000682991880730439,4.312474504089346e-06
pbli,90,39.0,13.0,-6.5,0.0005985052319634996,4.459759639127961e-06
pbli,90,-39.0,15.0,-6.5,0.0005889639435582529,4.321392827053882e-06
pbli,90,-37.0,15.0,-6.5,0.0006705594651401304,4.351151931620478e-06
pbli,90,-35.0,15.0,-6.5,0.0007448976557104004,4.710853820434079e-06
pbli,90,-33.0,15.0,-6.5,0.0008033751911586847,4.632552349417397e-06
pbli,90,-31.0,15.0,-6.5,0.0008494629031962844,5.432563116820541e-06
pbli,90,-29.0,15.0,-6.5,0.0008796310002332443,4.6178880776059345e-06
pbli,90,-27.0,15.0,-6.5,0.0009014244134399425,4.817911543661213e-06
pbli,90,-25.0,15.0,-6.5,0.0009342310488366205,5.1608724812542094e-06
pbli,90,-23.0,15.0,-6.5,0.0009553939478788794,5.74701769434931e-06
pbli,90,-21.0,15.0,-6.5,0.0009832466064274314,5.022324315460964e-06
pbli,90,-19.0,15.0,-6.5,0.0009905713461321243,6.290773943459752e-06
pbli,90,-17.0,15.0,-6.5,0.0010046794785167803,5.329063129324852e-06
pbli,90,-15.0,15.0,-6.5,0.0010152799931433193,5.459522100290941e-06
pbli,90,-13.0,15.0,-6.5,0.0010215336149688118,5.147953289345836e-06
pbli,90,-11.0,15.0,-6.5,0.0010365595428890192,5.790367287244009e-06
pbli,90,-9.0,15.0,-6.5,0.0010333296972842652,5.4203111145234146e-06
pbli,90,-7.0,15.0,-6.5,0.001049528314124948,5.331893079300634e-06
pbli,90,-5.0,15.0,-6.5,0.001043856767931243,5.3670887858235194e-06
pbli,90,-3.0,15.0,-6.5,0.0010420872900630438,4.635685349248534e-06
pbli,90,-1.0,15.0,-6.5,0.0010545276480160935,5.230575626627593e-06
pbli,90,1.0,15.0,-6.5,0.001050623457464904,5.5440366947313106e-06
pbli,90,3.0,15.0,-6.5,0.0010443734159060983,5.843174638597321e-06
pbli,90,5.0,15.0,-6.5,0.0010540686718446294,5.792362989814092e-06
pbli,90,7.0,15.0,-6.5,0.0010444435717105187,5.701615543523939e-06
pbli,90,9.0,15.0,-6.5,0.0010425945266179276,5.951504747839787e-06
pbli,90,11.0,15.0,-6.5,0.0010345816225088892,5.22081903040723e-06
pbli,90,13.0,15.0,-6.5,0.0010202716378415499,5.884088994993389e-06
pbli,90,15.0,15.0,-6.5,0.001016950407368256,5.86529728878604e-06
pbli,90,17.0,15.0,-6.5,0.0010048553160054065,4.9846997460038545e-06
pbli,90,19.0,15.0,-6.5,0.0009898274266946549,5.291790811853882e-06
pbli,90,21.0,15.0,-6.5,0.0009725572965837176,5.2601312339157705e-06
pbli,90,23.0,15.0,-6.5,0.0009553671728478289,5.367802105991773e-06
pbli,90,25.0,15.0,-6.5,0.0009401294724352876,5.327133329620888e-06
pbli,90,27.0,15.0,-6.5,0.0009100451786456639,5.015441635475073e-06
pbli,90,29.0,15.0,-6.5,0.0008821558603241831,5.4112669689431794e-06
pbli,90,31.0,15.0,-6.5,0.0008449297398432832,5.5808810264465335e-06
pbli,90,33.0,15.0,-6.5,0.0008092745773650092,4.733603530458955e-06
pbli,90,35.0,15.0,-6.5,0.000741861094765925,5.2118763735971275e-06
pbli,90,37.0,15.0,-6.5,0.0006858911272945159,4.47415392865208e-06
pbli,90,39.0,15.0,-6.5,0.0005926087723911119,4.370064112152084e-06
pbli,90,-39.0,17.0,-6.5,0.0005814143416721608,4.646710271200035e-06
pbli,90,-37.0,17.0,-6.5,0.0006702992421574511,4.449588881609599e-06
pbli,90,-35.0,17.0,-6.5,0.0007387841404807301,5.071829433318755e-06
pbli,90,-33.0,17.0,-6.5,0.000802024198054083,4.817013443416221e-06
pbli,90,-31.0,17.0,-6.5,0.0008457782411479437,5.0722593725849755e-06
pbli,90,-29.0,17.0,-6.5,0.000888452219274936,4.5240991141656114e-06
pbli,90,-27.0,17.0,-6.5,0.0009030353211091607,5.117779110138572e-06
pbli,90,-25.0,17.0,-6.5,0.0009177580032861055,5.74212466034119e-06
pbli,90,-23.0,17.0,-6.5,0.0009530334860412519,5.075002014709614e-06
pbli,90,-21.0,17.0,-6.5,0.0009560888324341473,5.039978282402613e-06
pbli,90,-19.0,17.0,-6.5,0.0009764686617800992,5.411248696639728e-06
pbli,90,-17.0,17.0,-6.5,0.0009962899429345232,6.3183362889761255e-06
pbli,90,-15.0,17.0,-6.5,0.0010113025137245654,5.376380148695755e-06
pbli,90,-13.0,17.0,-6.5,0.0010216322052756393,5.716408966606814e-06
pbli,90,-11.0,17.0,-6.5,0.0010194882475166442,5.549075966205125e-06
pbli,90,-9.0,17.0,-6.5,0.001021634349388597,5.005548819908172e-06
pbli,90,-7.0,17.0,-6.5,0.0010306760908994714,4.7240075526702736e-06
pbli,90,-5.0,17.0,-6.5,0.0010279041683114401,5.423552241676058e-06
pbli,90,-3.0,17.0,-6.5,0.0010400523632671608,4.897287778268065e-06
pbli,90,-1.0,17.0,-6.5,0.0010398400395712339,5.445890280767434e-06
pbli,90,1.0,17.0,-6.5,0.0010305990959933074,5.819733918908014e-06
pbli,90,3.0,17.0,-6.5,0.0010310617070769545,5.5900252669097056e-06
pbli,90,5.0,17.0,-6.5,0.0010354490774420759,5.597971161149294e-06
pbli,90,7.0,17.0,-6.5,0.0010340086399971472,5.4278402878400475e-06
pbli,90,9.0,17.0,-6.5,0.001028899093787741,5.531975706712774e-06
pbli,90,11.0,17.0,-6.5,0.00103236067933008,5.409940877856911e-06
pbli,90,13.0,17.0,-6.5,0.001020404103620106,6.072943632770259e-06
pbli,90,15.0,17.0,-6.5,0.0010024964817629723,5.508650981973787e-06
pbli,90,17.0,17.0,-6.5,0.0009944662261497693,5.435453491048175e-06
pbli,90,19.0,17.0,-6.5,0.0009752255762121839,5.909615239846289e-06
pbli,90,21.0,17.0,-6.5,0.0009672696145382717,4.637721313470564e-06
pbli,90,23.0,17.0,-6.5,0.0009549150778532286,5.033357168715575e-06
pbli,90,25.0,17.0,-6.5,0.0009319393252260949,4.8336208951305505e-06
pbli,90,27.0,17.0,-6.5,0.0008972020951575558,4.914206364771174e-06
pbli,90,29.0,17.0,-6.5,0.0008696165223806953,5.304000997957614e-06
pbli,90,31.0,17.0,-6.5,0.0008341056849078527,5.1712135616409e-06
pbli,90,33.0,17.0,-6.5,0.0007966725378956572,5.163095964763978e-06
pbli,90,35.0,17.0,-6.5,0.0007394675168610351,4.445387928906115e-06
pbli,90,37.0,17.0,-6.5,0.0006742213789948323,4.534573885952483e-06
pbli,90,39.0,17.0,-6.5,0.0005901389924898364,4.73374389092528e-06
pbli,90,-39.0,19.0,-6.5,0.0005750820325741387,4.262894584190777e-06
pbli,90,-37.0,19.0,-6.5,0.0006649119575263484,4.5551086020437385e-06
pbli,90,-35.0,19.0,-6.5,0.0007363305101598051,4.565301256603625e-06
pbli,90,-33.0,19.0,-6.5,0.0007818777426270091,4.53861480725921e-06
pbli,90,-31.0,19.0,-6.5,0.0008316891445527527,4.610856369195519e-06
pbli,90,-29.0,19.0,-6.5,0.0008710049364942028,4.867104345795237e-06
pbli,90,-27.0,19.0,-6.5,0.0008840845834679617,5.376705536127764e-06
pbli,90,-25.0,19.0,-6.5,0.0009160102436973129,5.207109418190557e-06
pbli,90,-23.0,19.0,-6.5,0.0009408409735483488,5.389476173842204e-06
pbli,90,-21.0,19.0,-6.5,0.0009552070858434464,4.773123469618225e-06
pbli,90,-19.0,19.0,-6.5,0.0009772055543140214,5.236173365961619e-06
pbli,90,-17.0,19.0,-6.5,0.0009813571682471065,5.4391941241808845e-06
pbli,90,-15.0,19.0,-6.5,0.000991351278197799,5.69648297984398e-06
pbli,90,-13.0,19.0,-6.5,0.0010103536533610418,5.246418312363668e-06
pbli,90,-11.0,19.0,-6.5,0.00100232340698528,5.3870626043431686e-06
pbli,90,-9.0,19.0,-6.5,0.001012391487799221,5.505136132536199e-06
pbli,90,-7.0,19.0,-6.5,0.001022115994849704,5.1955383697463514e-06
pbli,90,-5.0,19.0,-6.5,0.0010231015138598516,5.842815562432287e-06
pbli,90,-3.0,19.0,-6.5,0.0010284597325417235,5.543622777477461e-06
pbli,90,-1.0,19.0,-6.5,0.0010334068733558201,5.155438048467487e-06
pbli,90,1.0,19.0,-6.5,0.0010177921593047911,5.0081779653612995e-06
pbli,90,3.0,19.0,-6.5,0.001026985156405346,5.225699893825351e-06
pbli,90,5.0,19.0,-6.5,0.0010239457969875637,5.324729911689575e-06
pbli,90,7.0,19.0,-6.5,0.0010190920846037245,5.374518334756846e-06
pbli,90,9.0,19.0,-6.5,0.0010156613714461921,5.871564816511411e-06
pbli,90,11.0,19.0,-6.5,0.0010121372947753805,5.725107138912849e-06
pbli,90,13.0,19.0,-6.5,0.0009988397463034167,4.853454343070136e-06
pbli,90,15.0,19.0,-6.5,0.0009872093785447337,5.227701159550455e-06
pbli,90,17.0,19.0,-6.5,0.0009719640342223024,4.911023966536791e-06
pbli,90,19.0,19.0,-6.5,0.0009657912179229689,5.497914414447313e-06
pbli,90,21.0,19.0,-6.5,0.0009523197872960419,5.1614087257706005e-06
pbli,90,23.0,19.0,-6.5,0.0009457448301961975,5.097163225472591e-06
pbli,90,25.0,19.0,-6.5,0.000915297683248644,4.947965719322091e-06
pbli,90,27.0,19.0,-6.5,0.0008942132621972252,4.646023180913392e-06
pbli,90,29.0,19.0,-6.5,0.0008592208221150108,5.249595043435989e-06
pbli,90,31.0,19.0,-6.5,0.0008257395112084104,4.5926072927213e-06
pbli,90,33.0,19.0,-6.5,0.0007813513193266667,5.011915488286557e-06
pbli,90,35.0,19.0,-6.5,0.0007310172756086412,4.382736687080848e-06
pbli,90,37.0,19.0,-6.5,0.0006652343775051106,4.299991617117037e-06
pbli,90,39.0,19.0,-6.5,0.0005806866633713598,3.7880074974901246e-06
pbli,90,-39.0,21.0,-6.5,0.0005708155279596744,4.049384898120485e-06
pbli,90,-37.0,21.0,-6.5,0.000653455998776411,4.027193127045299e-06
pbli,90,-35.0,21.0,-6.5,0.0007215520419965735,4.759744216166095e-06
pbli,90,-33.0,21.0,-6.5,0.0007767385615235331,4.584374924007785e-06
pbli,90,-31.0,21.0,-6.5,0.0008165897914878003,4.058101955798483e-06
pbli,90,-29.0,21.0,-6.5,0.0008471129438505459,4.844967501554246e-06
pbli,90,-27.0,21.0,-6.5,0.0008784466794739057,5.203973917887341e-06
pbli,90,-25.0,21.0,-6.5,0.0009012276928289666,4.805532626795448e-06
pbli,90,-23.0,21.0,-6.5,0.0009217223775873744,4.7473874588374095e-06
pbli,90,-21.0,21.0,-6.5,0.0009399366195672674,4.727791008083701e-06
pbli,90,-19.0,21.0,-6.5,0.0009521011753607262,5.285183140080193e-06
pbli,90,-17.0,21.0,-6.5,0.0009529085059078294,4.543956758911987e-06
pbli,90,-15.0,21.0,-6.5,0.0009765810470672887,5.111658748989168e-06
pbli,90,-13.0,21.0,-6.5,0.0009868795230229494,5.901507546454414e-06
pbli,90,-11.0,21.0,-6.5,0.0009892453051848049,5.402589915628788e-06
pbli,90,-9.0,21.0,-6.5,0.0009998620691222552,5.964287578683259e-06
pbli,90,-7.0,21.0,-6.5,0.0009989833929572294,4.995353161185943e-06
pbli,90,-5.0,21.0,-6.5,0.0010132208193094005,6.039618888810989e-06
pbli,90,-3.0,21.0,-6.5,0.0010127703477557377,5.636247952071032e-06
pbli,90,-1.0,21.0,-6.5,0.0010098956823793503,5.490219600126135e-06
pbli,90,1.0,21.0,-6.5,0.0010040031925211673,5.018144399673944e-06
pbli,90,3.0,21.0,-6.5,0.001003312252269773,4.377122131136179e-06
pbli,90,5.0,21.0,-6.5,0.0010063467850937335,5.667445583526111e-06
pbli,90,7.0,21.0,-6.5,0.0010005630764702888,6.477945701814165e-06
pbli,90,9.0,21.0,-6.5,0.0009960689694719477,5.766923688127076e-06
pbli,90,11.0,21.0,-6.5,0.000992459628451666,5.354964500340732e-06
pbli,90,13.0,21.0,-6.5,0.00098204320471251,5.293351401897848e-06
pbli,90,15.0,21.0,-6.5,0.0009690594631125869,4.951598584654336e-06
pbli,90,17.0,21.0,-6.5,0.0009589279614724217,4.865179761046998e-06
pbli,90,19.0,21.0,-6.5,0.0009447757534600958,5.2516007850275155e-06
pbli,90,21.0,21.0,-6.5,0.0009330170912833634,4.987481705700479e-06
pbli,90,23.0,21.0,-6.5,0.0009203485055207641,5.366563151412043e-06
pbli,90,25.0,21.0,-6.5,0.0009051835354877022,4.9467375703378214e-06
pbli,90,27.0,21.0,-6.5,0.0008782725892606328,4.421468084918579e-06
pbli,90,29.0,21.0,-6.5,0.0008400433655522532,5.036049792844949e-06
pbli,90,31.0,21.0,-6.5,0.0008201033383863983,5.102407781941599e-06
pbli,90,33.0,21.0,-6.5,0.0007745829842835508,5.703848218866305e-06
pbli,90,35.0,21.0,-6.5,0.0007227678049267844,5.085659351978483e-06
pbli,90,37.0,21.0,-6.5,0.0006629706962566423,4.2832040395763626e-06
pbli,90,39.0,21.0,-6.5,0.0005750074378716681,4.241931728746737e-06
pbli,90,-39.0,23.0,-6.5,0.0005558404512573585,4.400693072351076e-06
pbli,90,-37.0,23.0,-6.5,0.0006489952987437524,4.218838939294591e-06
pbli,90,-35.0,23.0,-6.5,0.0007099205838329951,4.351965624484957e-06
pbli,90,-33.0,23.0,-6.5,0.000765530871545605,4.802868445675146e-06
pbli,90,-31.0,23.0,-6.5,0.0008004229822991473,4.8643435423962275e-06
pbli,90,-29.0,23.0,-6.5,0.0008361687443137845,5.074487333800471e-06
pbli,90,-27.0,23.0,-6.5,0.0008549184350240501,5.055460281405129e-06
pbli,90,-25.0,23.0,-6.5,0.0008786204840927738,5.071592492695732e-06
pbli,90,-23.0,23.0,-6.5,0.0009038272461861555,5.62559131020283e-06
pbli,90,-21.0,23.0,-6.5,0.0009218135988586101,4.9034203029596075e-06
pbli,90,-19.0,23.0,-6.5,0.0009406991022643258,5.386762728521869e-06
pbli,90,-17.0,23.0,-6.5,0.000951526742678535,5.660347653127419e-06
pbli,90,-15.0,23.0,-6.5,0.000956036901438004,5.107808843900456e-06
pbli,90,-13.0,23.0,-6.5,0.0009700022676075815,5.590912880405232e-06
pbli,90,-11.0,23.0,-6.5,0.0009723663921118801,4.884728222944846e-06
pbli,90,-9.0,23.0,-6.5,0.0009786931481482687,6.01144079218904e-06
pbli,90,-7.0,23.0,-6.5,0.0009803296593641438,5.571341304726681e-06
pbli,90,-5.0,23.0,-6.5,0.000996778225093993,5.964982964082643e-06
pbli,90,-3.0,23.0,-6.5,0.0010017342838404603,5.402831402162389e-06
pbli,90,-1.0,23.0,-6.5,0.0009887670545635967,5.667279748658293e-06
pbli,90,1.0,23.0,-6.5,0.0009918044250161722,5.291196053258824e-06
pbli,90,3.0,23.0,-6.5,0.0009760632210093988,5.244542946037001e-06
pbli,90,5.0,23.0,-6.5,0.000984458112943516,4.420707931028614e-06
pbli,90,7.0,23.0,-6.5,0.0009920277940547533,5.066718228630638e-06
pbli,90,9.0,23.0,-6.5,0.0009763381302528355,5.0923139118983535e-06
pbli,90,11.0,23.0,-6.5,0.0009773197058249876,5.118148786667265e-06
pbli,90,13.0,23.0,-6.5,0.000968452650540832,4.939846186147371e-06
pbli,90,15.0,23.0,-6.5,0.0009509242544447206,5.200070563432967e-06
pbli,90,17.0,23.0,-6.5,0.0009437718731427868,4.94703018111817e-06
pbli,90,19.0,23.0,-6.5,0.0009374801448183077,5.066153713809185e-06
pbli,90,21.0,23.0,-6.5,0.0009172863567585481,4.897339350519051e-06
pbli,90,23.0,23.0,-6.5,0.0009068612598286365,5.338013911911407e-06
pbli,90,25.0,23.0,-6.5,0.0008799069717587248,5.650892783319407e-06
pbli,90,27.0,23.0,-6.5,0.0008498269049006167,5.22480244292617e-06
pbli,90,29.0,23.0,-6.5,0.0008356212896812934,5.0011133944046195e-06
pbli,90,31.0,23.0,-6.5,0.0007968826187750834,5.4569030190494424e-06
pbli,90,33.0,23.0,-6.5,0.0007540793184681897,5.191101826651351e-06
pbli,90,35.0,23.0,-6.5,0.0007126322982090236,4.889316679600376e-06
pbli,90,37.0,23.0,-6.5,0.0006500011354705007,5.0223717094276036e-06
pbli,90,39.0,23.0,-6.5,0.0005565995421427972,3.8593274024986785e-06
pbli,90,-39.0,25.0,-6.5,0.0005494810899217613,4.206808190685073e-06
pbli,90,-37.0,25.0,-6.5,0.0006407286071150761,4.294510745658694e-06
pbli,90,-35.0,25.0,-6.5,0.000695945010579173,4.5712775358928906e-06
pbli,90,-33.0,25.0,-6.5,0.0007444519348419751,4.583182422913239e-06
pbli,90,-31.0,25.0,-6.5,0.000782502492697608,4.625946801881617e-06
pbli,90,-29.0,25.0,-6.5,0.0008231974090726649,4.4144782150048434e-06
pbli,90,-27.0,25.0,-6.5,0.0008366661953901752,4.686829934471218e-06
pbli,90,-25.0,25.0,-6.5,0.0008681855424259017,4.863102803883435e-06
pbli,90,-23.0,25.0,-6.5,0.0008877519953575223,4.721416422841013e-06
pbli,90,-21.0,25.0,-6.5,0.0008970630603873926,4.763030118468456e-06
pbli,90,-19.0,25.0,-6.5,0.0009221310185793828,5.163136818673791e-06
pbli,90,-17.0,25.0,-6.5,0.0009232926397853155,4.945563827219019e-06
pbli,90,-15.0,25.0,-6.5,0.0009325001375365059,4.9907938546136e-06
pbli,90,-13.0,25.0,-6.5,0.0009460484245610223,4.361138862512461e-06
pbli,90,-11.0,25.0,-6.5,0.0009505039108352187,4.8472734521689695e-06
pbli,90,-9.0,25.0,-6.5,0.0009615212956572073,5.104412796117474e-06
pbli,90,-7.0,25.0,-6.5,0.0009631100028380887,5.836827177236048e-06
pbli,90,-5.0,25.0,-6.5,0.0009662363349303447,5.1007077356560574e-06
pbli,90,-3.0,25.0,-6.5,0.000973895386193964,5.7529390411810635e-06
pbli,90,-1.0,25.0,-6.5,0.0009825186128977086,5.725729077851747e-06
pbli,90,1.0,25.0,-6.5,0.0009685222431582852,5.603136176445086e-06
pbli,90,3.0,25.0,-6.5,0.0009577399949366427,5.210985512035752e-06
pbli,90,5.0,25.0,-6.5,0.0009642502839372536,4.957508271518947e-06
pbli,90,7.0,25.0,-6.5,0.0009545430491404214,5.086096984033066e-06
pbli,90,9.0,25.0,-6.5,0.000958747147107007,5.596427879810963e-06
pbli,90,11.0,25.0,-6.5,0.0009572165553832942,5.096765815539011e-06
pbli,90,13.0,25.0,-6.5,0.0009494393565322996,4.882146977415579e-06
pbli,90,15.0,25.0,-6.5,0.0009334115765224449,5.269755941229426e-06
pbli,90,17.0,25.0,-6.5,0.0009182237144508326,5.568058688201285e-06
pbli,90,19.0,25.0,-6.5,0.0009150441568499717,5.357739950909995e-06
pbli,90,21.0,25.0,-6.5,0.0009012702200559328,4.557471793229049e-06
pbli,90,23.0,25.0,-6.5,0.0008831988332826283,4.675429020695487e-06
pbli,90,25.0,25.0,-6.5,0.0008586432293023144,5.438189427504409e-06
pbli,90,27.0,25.0,-6.5,0.0008355621827087301,5.419140261039975e-06
pbli,90,29.0,25.0,-6.5,0.0008210343988328002,4.298788362172609e-06
pbli,90,31.0,25.0,-6.5,0.000785159837584243,4.3235886198479646e-06
pbli,90,33.0,25.0,-6.5,0.0007437636385098891,4.794387416534818e-06
pbli,90,35.0,25.0,-6.5,0.0007007561223034395,5.209545104084612e-06
pbli,90,37.0,25.0,-6.5,0.0006293875944465515,4.032416243588857e-06
pbli,90,39.0,25.0,-6.5,0.0005457485265578638,4.031148659940103e-06
pbli,90,-39.0,27.0,-6.5,0.0005400883842609723,4.10293226351324e-06
pbli,90,-37.0,27.0,-6.5,0.00062062700205516,4.374200444209848e-06
pbli,90,-35.0,27.0,-6.5,0.0006774571429482297,4.490991489582608e-06
pbli,90,-33.0,27.0,-6.5,0.0007308203267358929,4.616081390494197e-06
pbli,90,-31.0,27.0,-6.5,0.0007650146079836739,4.525315056249531e-06
pbli,90,-29.0,27.0,-6.5,0.0008031907858326596,5.317511463304436e-06
pbli,90,-27.0,27.0,-6.5,0.0008258085935481692,5.157101176385078e-06
pbli,90,-25.0,27.0,-6.5,0.0008451679697170044,5.263988366756049e-06
pbli,90,-23.0,27.0,-6.5,0.0008642807688786086,5.039161061158345e-06
pbli,90,-21.0,27.0,-6.5,0.0008783637570467958,5.209535705284937e-06
pbli,90,-19.0,27.0,-6.5,0.0008902243772270206,4.90597590368744e-06
pbli,90,-17.0,27.0,-6.5,0.0009048146432473213,5.009714179880824e-06
pbli,90,-15.0,27.0,-6.5,0.0009134365601098199,5.249271140113559e-06
pbli,90,-13.0,27.0,-6.5,0.000911662843693791,5.185270584415172e-06
pbli,90,-11.0,27.0,-6.5,0.0009260862773694448,4.832376878520717e-06
pbli,90,-9.0,27.0,-6.5,0.000935663279290183,5.372566708504718e-06
pbli,90,-7.0,27.0,-6.5,0.0009274036082840424,5.2033359983424e-06
pbli,90,-5.0,27.0,-6.5,0.0009418383943884337,5.589929912809983e-06
pbli,90,-3.0,27.0,-6.5,0.0009453420659246417,5.788267339554938e-06
pbli,90,-1.0,27.0,-6.5,0.0009381298684786102,5.276270792947565e-06
pbli,90,1.0,27.0,-6.5,0.0009441247505799434,5.323183031454709e-06
pbli,90,3.0,27.0,-6.5,0.0009370291317959749,5.614403479081322e-06
pbli,90,5.0,27.0,-6.5,0.0009358082408415741,5.4824386499565e-06
pbli,90,7.0,27.0,-6.5,0.0009329218230378037,5.731644675517982e-06
pbli,90,9.0,27.0,-6.5,0.0009277488252990131,4.780159437021893e-06
pbli,90,11.0,27.0,-6.5,0.000928281561395084,5.545101841571456e-06
pbli,90,13.0,27.0,-6.5,0.0009197790107943389,5.403431419409098e-06
pbli,90,15.0,27.0,-6.5,0.0009137468995617942,5.318279594146467e-06
pbli,90,17.0,27.0,-6.5,0.0009033045372645798,5.673022723585169e-06
pbli,90,19.0,27.0,-6.5,0.0008947985221537945,4.534980850977752e-06
pbli,90,21.0,27.0,-6.5,0.0008679894350257184,4.80896101680123e-06
pbli,90,23.0,27.0,-6.5,0.0008614199508962777,5.18770700210318e-06
pbli,90,25.0,27.0,-6.5,0.0008389908709838298,4.686060252230285e-06
pbli,90,27.0,27.0,-6.5,0.0008179337476386522,5.1942592701497955e-06
pbli,90,29.0,27.0,-6.5,0.0007936516788717765,4.825695712270361e-06
